Source,Title,Content,Section,URL,Date
la jornada,récord 96 mil asistente pelea dubois joshua hoy wembley,"londres . daniel dubois , nuevo estrella boxeo mundial , dos vez campeón orbe anthony joshua disputar hoy cinturón peso pesado federación internacional boxeo ( fib ) multitud récord 96 mil persona catedral futbol : wembley .",deporte,https://www.jornada.com.mx/2024/09/21/deportes/a09n2dep?partner=rss,21/09/2024
la jornada,"américar no estar formar jugador , decir jardine","ser américa club menos minuto haber dar juvenil , timonel plantel andré jardine mostrar contra regla menor , tener intención impulsar joven talento , señalar prioridad liga ser ganar torneo no formación jugador beneficio selección méxico .",deporte,https://www.jornada.com.mx/2024/09/21/deportes/a11n3dep?partner=rss,21/09/2024
la jornada,"fátimo herrera , miedo , hacer historia ring parís 2024","surgimiento referente deporte mujer comenzar forjar nuevo talento . inspira-da proeza jackie nava ana maría guerrera torre , fátimo herrera pelear llegar parís 2024 , hacer historia convertir él primero boxeadora mexicano conseguir victoria juego olímpico .",deporte,https://www.jornada.com.mx/2024/09/21/deportes/a09n1dep?partner=rss,21/09/2024
la jornada,puma femenil dejar escapar tres punto,"pese generar oportunidad gol , puma no lograr pa-sar empate 0-0 querétaro , dejar escapar valioso punto permitir afianzar él primero lugar clasificación general torneo aperturar 2024 liga femenil .",deporte,https://www.jornada.com.mx/2024/09/21/deportes/a11n2dep?partner=rss,21/09/2024
la jornada,caer dupla zverev-alcaraz,"dupla carlos alcaraz-alexander zverev caer pareja estadunidense formado taylor fritz ben shelton , 7-6 ( 7/5 ) 6-4 , dejar marcador 2-2 final primero jornada laver cup , disputar berlín . impulsado roger federer 2017 , competencia – exhibición inspirado ryder cup golf llamado así homenaje jugador australiano rod laver – enfrentar seis jugador europa número representante resto mundo .",deporte,https://www.jornada.com.mx/2024/09/21/deportes/a10n3dep?partner=rss,21/09/2024
la jornada,méxico perder penales leyenda fifa,"plantel repleto figura época , equipo leyenda fifa monterrey protagonizar partido exhibición congregar mil persona estadio bbva , actual casa rayado sed méxico copa mundo 2026 . andrear pir él , dwayne rosario youri marcar internacional , ex seleccionado tricolor luis hernández , miguel layún jorge campo lograr empate tres . ya penales , representante fifa imponer 5-4 . dar inactividad participante retiro profesional , organizador ajustar dimensión terreno juego . leyenda fifa estar arquero gianluigi buffon , alessandro piero , didier drogba , carles puyol , xavi hernández diego forlán . méxico destacar oribe peralto , luis hernádez , jorge campos , guillermo franco , paul aguilar técnico boro milutinovic .",deporte,https://www.jornada.com.mx/2024/09/21/deportes/a27n2dep?partner=rss,21/09/2024
la jornada,tuzo salir crisis ; derrotar puebla visita,"pachuca reordenar pieza rompecabeza . victoria fecha anterior , tuzo volver ganar liga mx imponer él 3-2 puebla estadio cuauhtémoc . mucho tener ver debilidad defensivo franja , más contundencia delantero salomón rondón nelson deossa , ser figura ataque .",deporte,https://www.jornada.com.mx/2024/09/21/deportes/a11n1dep?partner=rss,21/09/2024
la jornada,jaime munguía regresar grande ganar nocaut,"jaime munguía regresar ring plan grande . duro pelea canadiense erik bazinir , glendale , arizona , pugilista mexicano conseguir victoria vía nocaut décimo asalto , luego poderoso gancho mano izquierdo ocasionar derrumbe rival . bazinyan intentar parar él , recibir cuenta réferi , no encontrar fuerza pierna aceptar derrota . combate dejar mano tijuanense título plata peso supermediano cmb . “ ser pelea fuerte , pesado , momento bazinyan lastimar . tener ir abriéndolo poco poco . ahora , querer mejor pelea . siguiente año gustar enfrentar caleb plant édgar berlango ” , declarar munguía , no pelear derrota tapatío saúl canelo álvarez .",deporte,https://www.jornada.com.mx/2024/09/21/deportes/a27n1dep?partner=rss,21/09/2024
la jornada,"verstappir , castigado lenguaje “ grosero ” ; norris liderar práctico","max verstappen caer nuevo espiral error perseguir red bull . jornada ensayo libre gran premio singapur , tricampeón mundial fórmula 1 lograr cuarto mejor tiempo primero ronda , luego ser lugar 15 , quejar él falta adherencia goma . quedar 1.2 segundo líder lar norri ( mclaren ) , brillar circuito urbano mari-na bay delante monegasco charl leclerc carlos sainz ( ferrari ) . mexicano sergio pérez ubicar octavo puesto .",deporte,https://www.jornada.com.mx/2024/09/21/deportes/a10n1dep?partner=rss,21/09/2024
la jornada,ohtani desata euforio prensa japonés,"proeza shohei ohtani , convertir primero pelotero grande liga 50 jonrón 50 base robado temporada , ser celebrar edición extra periódico aficio-nado leyerar camino trabajo viernes japón .",deporte,https://www.jornada.com.mx/2024/09/21/deportes/a10n2dep?partner=rss,21/09/2024
