Source,Title,Content,Section,URL,Date
La Jornada,"In extremis, las Águilas rescatan  valioso empate 1-1 ante el Necaxa","Con un gol agónico de Henry Martín, el América rescató un valioso empate 1-1 ante el Necaxa, con lo que hilvanó tres partidos sin conocer la derrota, ayer en due-lo correspondiente a la jornada nueve del torneo Apertura 2024 de la Liga Mx, disputado en el estadio Victoria, en Aguascalientes.",Deporte,https://www.jornada.com.mx/2024/09/22/deportes/a09n1dep?partner=rss,22/09/2024
La Jornada,Dubois noquea a Joshua y retiene cetro de los pesados,"Londres. Daniel Dubois retuvo el título de los pesados de la Federación Internacional de Boxeo (FIB) al noquear en el quinto asalto al ex bicampeón Anthony Joshua, en la primera defensa de su cinturón realizada en el estadio de Wembley",Deporte,https://www.jornada.com.mx/2024/09/22/deportes/a11n2dep?partner=rss,22/09/2024
La Jornada,Copa Laver,"El equipo del resto del mundo tomó ventaja de 8-4 en la Copa Laver sobre la selección de Europa. Los triunfos de los estadunidenses Taylor Fritz (en la imagen) y Frances Tiafoe contra el alemán Alexander Zverev y el ruso Daniil Medvedev, respectivamente, fueron fundamentales para que los comandados por John McEnroe tomaran la delantera en la justa que define hoy al campeón que acumule 13 puntos en Berlín.",Deporte,https://www.jornada.com.mx/2024/09/22/deportes/a10n3dep?partner=rss,22/09/2024
La Jornada,"Cruz Azul, intratable; vence 1-0 a Chivas y afianza superliderato","Hay partidos que marcan la agenda de Cruz Azul. Después del clásico joven con el América, la rivalidad contra el Guadalajara tiene un valor especial. Con ese peso de un escenario importante, La Máquina volvió a cantar victoria en el estadio Ciudad de los Deportes (1-0) para mantenerse como único líder en la Liga Mx y seguir en carrera por el campeonato.",Deporte,https://www.jornada.com.mx/2024/09/22/deportes/a27n2dep?partner=rss,22/09/2024
La Jornada,Gobierno de la CDMX premia a más de un millar de atletas locales,Más de un millar de atletas capitalinos fueron premiados ayer por su participación en los Juegos Nacionales Conade.,Deporte,https://www.jornada.com.mx/2024/09/22/deportes/a11n1dep?partner=rss,22/09/2024
La Jornada,Leyendas del pancracio regresan a la Coliseo en el Día nacional del luchador,"Un hombre, en otras ocasiones una mujer, con una máscara sube al ring de la arena Coliseo, la afición lo ovaciona, no importa si es rudo o técnico, todos saben que está en ese cuadrilátero para arriesgar la vida en medio de uno de los espectáculos más vistosos, folclóricos y polémicos del deporte: la lucha libre. Místico, Octagón y Atlantis, leyendas de esta disciplina, fueron ayer representantes históricos en una función con motivo del Día nacional del luchador y la lucha libre.",Deporte,https://www.jornada.com.mx/2024/09/22/deportes/a27n1dep?partner=rss,22/09/2024
La Jornada,"Jiménez, en plan goleador; brilla en triunfo del Fulham","Raúl Jiménez anotó de nuevo con el Fulham en la Liga Premier inglesa. El delantero mexicano, de 33 años, abrió el marcador en Craven Cottage ante el Newcastle United y encaminó la victoria por 3-1 en la quinta fecha.",Deporte,https://www.jornada.com.mx/2024/09/22/deportes/a10n1dep?partner=rss,22/09/2024
La Jornada,"Norris consigue la pole  en el GP de Singapur; Checo, fuera del top-10","El mexicano Sergio Pérez (Red Bull) entró en un socavón. Arrancó des-de el fondo, esperanzado que sus neumáticos le ayudarían a remontar, pero terminó lejos de los dos pilotos que disputan el título mundial de la Fórmula 1 en la calificación al Gran Premio de Singapur. Ubicado en el lugar 13, el tapatío finalizó otra carrera poco memorable respecto del rendimiento de Lando Norris (McLaren) y el tricampeón mundial Max Verstappen, primero y segundo en la parrilla de salida, respectivamente.",Deporte,https://www.jornada.com.mx/2024/09/22/deportes/a10n2dep?partner=rss,22/09/2024
La Jornada,"Manuel Ahumada, un dibujante “demasiado viejo para el punk, pero muy joven para morir”","Era “demasiado viejo para el punk, pero muy joven para morir”, dijo de Manuel Ahumada (1956-2014) Gonzalo Rocha, ambos moneros y colaboradores de La Jornada. “Un día se elevó de más y ahora nos mira desde el cosmos, acompañado por dioses aztecas, ángeles y astronautas del Apolo 11”, agregó en referencia al día que aquél falleció y a esos personajes que eran frecuentes en su imaginario y su obra.",Cultura,https://www.jornada.com.mx/2024/09/22/cultura/a05n1cul?partner=rss,22/09/2024
La Jornada,Elena Poniatowska: El Grito,"En la madrugada del 16 de septiembre del 1810, el “Grito de Independencia”, que según la historia dio el cura Miguel Hidalgo y Costilla en el pueblo de Dolores, Guanajuato, rasgó el cielo e hizo que estallara el movimiento de Independencia.",Cultura,https://www.jornada.com.mx/2024/09/22/cultura/a04a1cul?partner=rss,22/09/2024
