Source,Title,Content,Section,URL,Date
La Jornada,Baltimore arrebata lo invicto  a Búfalo; lo apabulla 35-10,"Lamar Jackson y Derrick Henry forman una dupla a la ofensiva difícil de contener en la NFL. Con esta explosiva mancuerna en el ataque, los Cuervos de Baltimore se impusieron 35-10 a los Bills de Búfalo y les arrebataron lo invicto en la jornada cuatro de la temporada.",Deportes,https://www.jornada.com.mx/2024/09/30/deportes/a39n1dep?partner=rss,30/09/2024
La Jornada,Orgullo azul y oro; Pumas vence  al América en el clásico capitalino,"En el futbol hay aficiones que se transmiten de padres a hijos. Para cientos de los que asistieron ayer al estadio Ciudad de los Deportes, la camiseta de Pumas resume sus momentos más felices. Aunque hace más de 13 años que no ganan un título en la Liga, los universitarios hicieron del clásico capitalino contra el América una fiesta colectiva en la que familias, amigos y personas de todas las edades con la camiseta auriazul celebraron la victoria por 1-0 con el gol del peruano Piero Quispe.",Deportes,https://www.jornada.com.mx/2024/09/30/deportes/a09n1dep?partner=rss,30/09/2024
La Jornada,El ex escarlata Sepúlveda disfruta ser sultán,"Carlos Sepúlveda apenas tuvo tiempo de celebrar el campeonato de la Liga Mexicana de Beisbol con Diablos Rojos después de una década de espera, y de inmediato tuvo que reportarse con el equipo que fue su rival en la Serie del Rey, Sultanes de Monterrey, donde jugará la temporada invernal para la Liga del Pacífico.",Deportes,https://www.jornada.com.mx/2024/09/30/deportes/a11n2dep?partner=rss,30/09/2024
La Jornada,El Nápoles vuelve a ser líder de la Serie A,"Roma. El Nápoles consiguió el liderato de la Serie A de Italia por primera vez desde su título logrado en 2023 al derrotar 2-0 al Monza, ayer en partido de la sexta jornada. Matteo Politano abrió el marcador (al minuto 22) tras imponerse en velocidad del Monza y el georgiano Khvicha Kvaratskhelia aumentó la ventaja (minuto 33), y así asegurar la cuarta victoria de la temporada para su equipo y sumar 13 puntos, uno más que el sublíder Juventus de Turín. En tanto, la Roma remontó y venció 2-1 a Venecia con el primer gol del canterano Niccolò Pisilli.",Deportes,https://www.jornada.com.mx/2024/09/30/deportes/a10n3dep?partner=rss,30/09/2024
La Jornada,Etíopes ganan el maratón de Berlín,"Los etíopes Tigist Ketema y Milkesa Mengesha ganaron el maratón de Berlín, aunque quedaron lejos de los respectivos récords del mundo. Ketema logró 2:16.42 y Menghesa, de 24 años, completó los 42.195 kilómetros en 2:03.17.",Deportes,https://www.jornada.com.mx/2024/09/30/deportes/a10n4dep?partner=rss,30/09/2024
La Jornada,Baltimore avanza a la postemporada tras vencer 6-2 a Minnesota,"Minneápolis. James McCann conectó tres jonrones y Heston Kjerstad se voló la barda para darle a los Orioles de Baltimore este domingo su pase a la postemporada con una victoria de 6-2 sobre los Mellizos de Minnesota, y completó una barrida de tres juegos.",Deportes,https://www.jornada.com.mx/2024/09/30/deportes/a11n1dep?partner=rss,30/09/2024
La Jornada,Patrick Mahomes lidera la victoria 17-10 de Jefes frente a los Cargadores,Patrick Mahomes siempre encuentra los caminos para ganar. El mariscal de campo de los Jefes de Kansas City comandó a su equipo para remontar 17-10 a los Cargadores de Los Ángeles y mantener lo invicto en la temporada (4-0).,Deportes,https://www.jornada.com.mx/2024/09/30/deportes/a12n1dep?partner=rss,30/09/2024
La Jornada,Sorprendente triunfo del esloveno Pogacar en el Mundial de Zúrich,"Zúrich. El esloveno Tadej Pogacar ganó su primer título de campeón mundial de ciclismo en ruta en Zúrich con un ataque espectacular a 100 kilómetros de la meta, una maniobra impensable con la que escribe un nuevo capítulo de la historia de este deporte.",Deportes,https://www.jornada.com.mx/2024/09/30/deportes/a12n2dep?partner=rss,30/09/2024
La Jornada,Guadalajara rescata el empate con Tigres en la Liga Femenil,"Carolina Jaramillo apenas retornó a las canchas tras haber sido separada dos semanas del plantel de Chivas y enseguida demostró su jerarquía. La ariete marcó el gol en el tramo final que permitió al Guadalajara rescatar el empate 1-1 con Tigres, en la jornada 13 del torneo de la Liga Mx Femenil.",Deportes,https://www.jornada.com.mx/2024/09/30/deportes/a39n2dep?partner=rss,30/09/2024
La Jornada,Atlético sufre para empatar con Madrid,"Madrid. Ángel Correa marcó un tanto en el quinto minuto del tiempo añadido (90+5) para dar al Atlético de Madrid un empate 1-1 ante el Real Madrid, en un derbi que fue suspendido varios minutos después de que integrantes del público arrojaron objetos al campo.",Deportes,https://www.jornada.com.mx/2024/09/30/deportes/a10n1dep?partner=rss,30/09/2024
La Jornada,ManU padece humillante derrota  3-0 ante Tottenham,"Manchester. El Manchester United sufrió ayer una humillante derrota 3-0 ante el Tottenham en Old Trafford, y extiende el mal comienzo de temporada. El United jugó en inferioridad numérica desde el minuto 42 tras la expulsión con roja directa de Bruno Fernandes por una temeraria falta sobre James Maddison. Los goles de Brennan Johnson (minuto 3), Dejan Kulusevski (47) y Dominic Solanke (77) propinaron al United su tercera derrota y dejaron al equipo en el puesto 12. Tottenham escaló al octavo sitio y sumó cuatro victorias al hilo.",Deportes,https://www.jornada.com.mx/2024/09/30/deportes/a10n2dep?partner=rss,30/09/2024
La Jornada,Marlene Santos Alejo: Balance de la jornada,"El aficionado    dijo “¡Basta!” Durante lustros toleró la afrenta de ver al Tri jugando 99 por ciento de sus partidos en Estados Unidos; obvio, no lo siente suyo. En 2020 le quitaron de un zarpazo la emoción del descenso y ascenso; trauma no superado. Enseguida, muchos dueños guardaron la cartera y se echaron en la hamaca. Los equipos colapsan y las emblemáticas Chivas no ganan… En el colmo, los federativos dejaron claro que la Liga Mx es poca cosa, indigna de respeto, cuyo calendario se puede modificar, pausar o comprimir, incluso por la insulsa Leagues Cup.",Deportes,https://www.jornada.com.mx/2024/09/30/opinion/a10o1dep?partner=rss,30/09/2024
La Jornada,Consumió servicio de la deuda 15% de los ingresos del gobierno: Moody’s,"Antes de la pandemia, México gastaba alrededor de 10 por ciento de sus ingresos en pago de intereses de deuda y el año pasado, con el choque de las tasas de interés, el aumento de la inflación, y el impacto de la política monetaria en Estados Unidos, el gobierno consumió 15 por ciento de sus ingresos para pago de intereses, destacó en entrevista Renzo Merino, vicepresidente y analista sénior del Grupo de Riesgo Soberano de Moody’s.",Economía,https://www.jornada.com.mx/2024/09/30/economia/025n1eco?partner=rss,30/09/2024
La Jornada,Enrique Galván Ochoa: Dinero,"Mañana asumirá Claudia    Sheinbaum su cargo como presidenta constitucional, circulan las invitaciones del Congreso de la Unión para asistir a la ceremonia en el Palacio Legislativo de San Lázaro a partir de las 9 horas. López Obrador entregará la simbólica banda a la diputada Ifigenia Martínez, quien a su vez la pondrá en manos de la presidenta. Será Claudia quien la coloque en su pecho. Pronunciará su discurso inaugural. Por la tarde habrá una concentración popular en el Zócalo, donde dará otro mensaje. No habrá mucho tiempo para celebraciones, aunque están llegando invitados de todas partes del mundo; la delegación más numerosa es la de Estados Unidos, encabezada por Jill Biden, la esposa del mandatario.",Economía,https://www.jornada.com.mx/2024/09/30/opinion/006o1eco?partner=rss,30/09/2024
La Jornada,PIB minero aumentó 4.9% en el último año,"En el segundo trimestre de 2024, la industria minera de México registró un producto interno bruto (PIB) de 872 mil 30 millones de pesos, un alza de 4.93 por ciento frente a los 853 mil 59 mil millones de pesos de igual periodo del año pasado.",Economía,https://www.jornada.com.mx/2024/09/30/economia/024n2eco?partner=rss,30/09/2024
La Jornada,"México, a media tabla de los pronósticos de crecimiento","México se encuentra a la mitad del ranking de crecimiento económico entre los países integrantes de la Organización para la Cooperación y Desarrollo Económicos (OCDE) y por debajo de la expansión del producto interno bruto (PIB) del mundo y del G-7, cuyo nivel es de 3.2 por ciento en ambos casos.",Economía,https://www.jornada.com.mx/2024/09/30/economia/027n1eco?partner=rss,30/09/2024
La Jornada,Carlos Fernández-Vega: México SA,"Tal vez sea un ejercicio    fallido a sabiendas de cómo y quiénes toman las medidas “sancionatorias” en el Consejo de la Judicatura Federal (CJF), pero de cualquier suerte valdrá el esfuerzo así sea sólo para exhibir a los de por sí depreciados y despreciados “impartidores de justicia” que se saltaron –lo siguen haciendo– todas las trancas, violaron la ley que dicen “garantizar” e intentaron sabotear el proceso de aprobación y promulgación de la reforma constitucional al Poder Judicial de la Federación presentada al Congreso por el presidente López Obrador.",Economía,https://www.jornada.com.mx/2024/09/30/opinion/026o1eco?partner=rss,30/09/2024
La Jornada,Reconoce Concanaco mejoría en el salario y la estabilidad económica,"El diálogo con el equipo de transición de la presidenta electa Claudia Sheinbaum Pardo “avanza bastante”, señaló Octavio de la Torre de Stéffano, dirigente de la Confederación de Cámaras Nacionales de Comercio, Servicios y Turismo (Concanaco-Servytur), quien también reconoció la mejoría en el salario mínimo y la estabilidad económica alcanzada en la gestión de Andrés Manuel López Obrador.",Economía,https://www.jornada.com.mx/2024/09/30/economia/026n1eco?partner=rss,30/09/2024
La Jornada,China aligera la carga de créditos hipotecarios,"Pekín. El Banco Popular de China (BPC) ordenó ayer a los bancos comerciales que empiecen a bajar las tasas de interés de todos los préstamos para vivienda existentes, en una medida radical para ayudar a aligerar la carga hipotecaria de los hogares afectados por la desaceleración de la economía.",Economía,https://www.jornada.com.mx/2024/09/30/economia/025n3eco?partner=rss,30/09/2024
La Jornada,León Bendesky: El giro,"Los bancos centrales son    responsables del sistema monetario, de la gestión de la política monetaria, de la estabilidad de la moneda nacional, de conseguir una baja inflación y de aproximarse al pleno empleo de los recursos disponibles. El propósito es alcanzar en ese marco la estabilidad financiera. Pero el sistema capitalista es inestable por su misma naturaleza basada en el uso del dinero y del crédito. Así lo indica la existencia de ciclos económicos de distinta duración, periodos de estancamiento y expansión que suelen desembocar en crisis.",Economía,https://www.jornada.com.mx/2024/09/30/economia/027a1eco?partner=rss,30/09/2024
La Jornada,"Cuba, turismo con igualdad de derechos","Santiago de Cuba. La edición 14 de Turismo de Naturaleza de Cuba, Turnat 2024, concluyó sus actividades con el anuncio que la próxima cita se realizará en la Ciénaga de Zapata, en la occidental provincia de Matanzas.",Economía,https://www.jornada.com.mx/2024/09/30/economia/027n2eco?partner=rss,30/09/2024
La Jornada,México triplicó su gasto en la compra de armas,"En un contexto en el que las tensiones globales aumentan, el gasto de México en armas casi se triplicó en 2023 respecto al año previo, mientras en los primeros seis meses de 2024 continúa con la tendencia al alza. Aún así, datos oficiales muestran que es un poco más alta la cantidad de estos artefactos que el país vende al extranjero.",Economía,https://www.jornada.com.mx/2024/09/30/economia/028n1eco?partner=rss,30/09/2024
La Jornada,SE: México consolidó su ecosistema industrial,"La Secretaría de Economía publicó la segunda edición del dossier “Invierte en México: El Momento Mexicano”, un documento clave que refleja el posicionamiento del país como un actor estratégico en la economía global.",Economía,https://www.jornada.com.mx/2024/09/30/economia/026n2eco?partner=rss,30/09/2024
La Jornada,El costo del servicio de la deuda  bajará hasta medio punto del PIB con el ciclo de recorte en tasas: CIDE,"El ciclo de baja en la tasa de interés de referencia del Banco de México tendrá un impacto benéfico en la deuda pública el próximo año y también en 2026, ya que será menos costosa, destacó Raúl Feliz, académico del Centro de Investigación y Docencia Económica (CIDE).",Economía,https://www.jornada.com.mx/2024/09/30/economia/025n2eco?partner=rss,30/09/2024
La Jornada,Primer sexenio positivo para el peso en 30 años,"El peso termina por primera vez una administración con una apreciación frente al dólar estadunidense desde que México entró al régimen de libre flotación del tipo de cambio en 1994. De acuerdo con datos del Banco de México (BdeM), la moneda mexicana alcanzó una cotización de 19.6902 pesos por dólar spot al cierre de la penúltima sesión del gobierno del presidente Andrés Manuel López Obrador, lo que representó una apreciación nominal de 3.7 por ciento, frente a los 20.4455 pesos por dólar con los que arrancó su mandato en el mercado al mayoreo.",Economía,https://www.jornada.com.mx/2024/09/30/economia/024n1eco?partner=rss,30/09/2024
La Jornada,David Márquez Ayala: Reporte económico,"Honor a quien honor merece.    El Presidente Andrés Manuel López Obrador termina hoy su mandato y pasa a la historia como uno de los mayores estadistas que ha tenido la República, al lado de Benito Juárez y Lázaro Cárdenas. Hombre consecuente, lúcido y tenaz como pocos, venció una a una todas las adversidades y trampas que en su camino sembraron sus adversarios.",Economía,https://www.jornada.com.mx/2024/09/30/opinion/028o1eco?partner=rss,30/09/2024
La Jornada,Eleva India la producción de cereales,"El gobierno de la India publicó estimaciones finales de cosecha del último año agrícola (julio de 2023 a junio de 2024), que mostraron que los cereales alimenticios (arroz, trigo y maíz) alcanzaron un récord de 332.3 millones de toneladas, un aumento de más de 3 toneladas en la producción de cereales alimentarios debido a una mayor producción de arroz y maíz. La producción total de arroz se ha estimado en 137.83 toneladas, frente a las 135.76 del año pasado. Se registraron 113.26 toneladas para la temporada kharif, 14.6 toneladas en rabi y 9.97 toneladas en zaid. De manera similar, el Ministerio de Agricultura ha elevado la producción de trigo a 113.29 toneladas en la estimación final para 2023-24.",Economía,https://www.jornada.com.mx/2024/09/30/economia/025n4eco?partner=rss,30/09/2024
La Jornada,"El libro 80 años, 80 piezas resalta la riqueza del acervo  del Museo Nacional de Historia","El Museo Nacional de Historia (MNH), asentado en el majestuoso Castillo de Chapultepec, celebró ocho décadas con la presentación editorial de 80 años, 80 piezas (1944-2024), recorrido visual y documental que resalta la riqueza de su acervo mediante una colección cuidadosamente seleccionada.",Cultura,https://www.jornada.com.mx/2024/09/30/cultura/a05n1cul?partner=rss,30/09/2024
