,Source,Title,Content,Section,URL,Date
0,la jornada,baltimore arrebatar invicto búfalo ; apabullar 35-10,"lamar jackson derrick henry formar dupla ofensiva difícil contener nfl . explosiva mancuerno ataque , cuervo baltimore imponer 35-10 bills búfalo arrebatar invicto jornada cuatro temporada .",deportes,https://www.jornada.com.mx/2024/09/30/deportes/a39n1dep?partner=rss,30/09/2024
1,la jornada,orgullo azul oro ; puma vence américa clásico capitalino,"futbol haber afición transmitar padre hijo . ciento asistir ayer estadio ciudad deporte , camiseta puma resumir momento más feliz . hacer más 13 año no ganar título liga , universitario hacer clásico capitalino américa fiesta colectivo familia , amigo persona edad camiseta auriazul celebrar victoria 1-0 gol peruano piero quispe .",deportes,https://www.jornada.com.mx/2024/09/30/deportes/a09n1dep?partner=rss,30/09/2024
2,la jornada,ex escarlata sepúlvedo disfrutar ser sultán,"carlos sepúlveda apenas tener tiempo celebrar campeonato liga mexicano beisbol diablo rojo después década espera , inmediato tener reportar él equipo ser rival serie rey , sultán monterrey , jugar temporada invernal liga pacífico .",deportes,https://www.jornada.com.mx/2024/09/30/deportes/a11n2dep?partner=rss,30/09/2024
3,la jornada,nápol volver ser líder serie,"romar . nápol conseguir liderato serie italia primero vez título logrado 2023 derrotar 2-0 monza , ayer partido sexto jornada . matteo politano abrir marcador ( minuto 22 ) imponer él velocidad monza georgiano khvicha kvaratskhelia aumentar ventaja ( minuto 33 ) , así asegurar cuarto victoria temporada equipo sumar 13 punto , más sublíder juventus turín . tanto , roma remontar vencer 2-1 venecia primero gol canterano niccolò pisilli .",deportes,https://www.jornada.com.mx/2024/09/30/deportes/a10n3dep?partner=rss,30/09/2024
4,la jornada,etíop ganar maratón berlín,"etíop tigist ketema milkesa mengesha ganar maratón berlín , quedar lejos respectivo récord mundo . ketema lograr 2:16.42 menghés , 24 año , completar 42195 kilómetro 2:03.17 .",deportes,https://www.jornada.com.mx/2024/09/30/deportes/a10n4dep?partner=rss,30/09/2024
5,la jornada,baltimore avanzar postemporada vencer 6-2 minnesota,"minneápoli . james mccann conectar tres jonrón heston kjerstad volar barda dar él oriol baltimore domingo pase postemporada victoria 6-2 mellizo minnesota , completar barrida tres juego .",deportes,https://www.jornada.com.mx/2024/09/30/deportes/a11n1dep?partner=rss,30/09/2024
6,la jornada,patrick mahomes liderar victoria 17-10 jefe frente cargador,patrick mahom siempre encontrar camino ganar . mariscal campo jefe kansas city comandar equipo remontar 17-10 cargador ángel mantener invicto temporada ( 4-0 ) .,deportes,https://www.jornada.com.mx/2024/09/30/deportes/a12n1dep?partner=rss,30/09/2024
7,la jornada,sorprendente triunfo esloveno pogacar mundial zúrich,"zúrich . esloveno tadej pogacar ganar primero título campeón mundial ciclismo ruta zúrich ataque espectacular 100 kilómetro meta , maniobra impensable escribir nuevo capítulo historia deporte .",deportes,https://www.jornada.com.mx/2024/09/30/deportes/a12n2dep?partner=rss,30/09/2024
8,la jornada,guadalajara rescatar empate tigre liga femenil,"carolín jaramillo apenas retornar cancha haber ser separar dos semana plantel chiva enseguida demostrar jerarquía . ariete marcar gol tramo final permitir guadalajar rescatar empate 1-1 tigre , jornada 13 torneo liga femenil .",deportes,https://www.jornada.com.mx/2024/09/30/deportes/a39n2dep?partner=rss,30/09/2024
9,la jornada,atlético sufrir empatar madrid,"madrid . ángel correa marcar tanto quinto minuto tiempo añadido ( 90 + 5 ) dar atlético madrid empate 1-1 real madrid , derbi ser suspender minuto después integrante público arrojar objeto campo .",deportes,https://www.jornada.com.mx/2024/09/30/deportes/a10n1dep?partner=rss,30/09/2024
10,la jornada,manu padecer humillante derrota 3-0 tottenham,"manchester . manchester sufrir ayer humillante derrota 3-0 tottenham old trafford , extender mal comienzo temporada . jugar inferioridad numérico minuto 42 expulsión roja directo bruno fernandes temeraria falta james maddison . gol brennan johnson ( minuto 3 ) , dejar kulusevski ( 47 ) dominic solanke ( 77 ) propinar tercero derrota dejar equipo puesto 12 . tottenham escalar octavo sitio sumar cuatro victoria hilo .",deportes,https://www.jornada.com.mx/2024/09/30/deportes/a10n2dep?partner=rss,30/09/2024
11,la jornada,marlenir santo alejo : balance jornada,"aficionado decir “ ¡ bastar ! ” lustro tolerar afrenta ver tri jugar 99 ciento partido estados unidos ; obvio , no sentir . 2020 quitar zarpazo emoción descenso ascenso ; trauma no superado . enseguida , dueño guardar cartera echar hamaca . equipo colapsar emblemática chiva no ganar … colmo , federativo dejar claro liga mx ser cosa , indignar respeto , calendario poder modificar , pausar comprimir , incluso insulsa cup .",deportes,https://www.jornada.com.mx/2024/09/30/opinion/a10o1dep?partner=rss,30/09/2024
