,Source,Title,Content,Section,URL,Date
0,la jornada,"erick sánchez , quirófano",,deporte,https://www.jornada.com.mx/2024/09/24/deportes/a12n3dep?partner=rss,24/09/2024
1,la jornada,nadal volver competir liderar españa final copa davis,"parís . leyenda tenis rafael nadal , junto número tres mundial , carlos alcaraz , liderar españa final 8 copa davis , anunciar equipo capitaneado david ferrer torneo disputar 19 24 noviembre , málaga .",deporte,https://www.jornada.com.mx/2024/09/24/deportes/a11n2dep?partner=rss,24/09/2024
2,la jornada,fili coronar este nacional ; terminar dominio bravo,"filadelfia . filis filadelfia ganar división este liga nacional primero vez 2011 asegurar título victoria 6-2 cachorro chicago . además , terminar racha bravo atlanta coronar él seis temporada consecutivo división .",deporte,https://www.jornada.com.mx/2024/09/24/deportes/a31n1dep?partner=rss,24/09/2024
3,la jornada,salir bache natación ser imposible modelo actual : lilián ibáñez,"sistema deportivo mexicano mantener obsoleto lucha ego autoridad no detener , ser imposible natación salir bache encontrar hacer década . liliana ibáñez , más experimentado disciplina , levantar voz profundo crisis prevalecer país .",deporte,https://www.jornada.com.mx/2024/09/24/deportes/a11n1dep?partner=rss,24/09/2024
4,la jornada,bills vence jaguares mantener invicto,"bills búfalo ser comandar brazo exacto josh allir mantener prestigioso cuadro cuatro invicto nfl . combo lujo estar integrado acerero , jefe vikingo , conocer derrota tercero semana temporada .",deporte,https://www.jornada.com.mx/2024/09/24/deportes/a12n1dep?partner=rss,24/09/2024
5,la jornada,vendaval americanista ; águila golear rayar 4-2,"monterrey tardar más 70 minuto meter él partido . finalmente despertar , américa ya golear tener prácticamente triunfo bolsa . 4-2 sentenciar exhibición más desconcertante paupérrima rayada campaña . abucheo afición , más rostro desencajado jugadora terreno juego , reflejar diferencia existir respecto águila .",deporte,https://www.jornada.com.mx/2024/09/24/deportes/a12n2dep?partner=rss,24/09/2024
6,la jornada,hermano gutiérrez cumplir sueño paralímpico parís,"ser niño , hermano raúl , juan josé jesús gutiérrez disfrutar jugar futbol . pesar haber nacer talla bajo hacer gala mejor pase calle irapuato , tiempo soñar representar méxico nivel internacional .",deporte,https://www.jornada.com.mx/2024/09/24/deportes/a10n1dep?partner=rss,24/09/2024
7,la jornada,toro finalizar lugar 12 mundial ciclismo,"pedalista mexicano isaac toro ubicar lugar 12 prueba contrarreloj categoría sub 23 mundial ciclismo ruta , disputar zurich .",deporte,https://www.jornada.com.mx/2024/09/24/deportes/a10n2dep?partner=rss,24/09/2024
8,la jornada,unam celebrar 60 año fundación archivo histórico,"universidad nacional autónomo méxico ( unam ) celebrar ayer 60 aniversario fundación archivo histórico ; además , inaugurar exposición archivo histórico unam , ayer hoy .",cultura,https://www.jornada.com.mx/2024/09/24/cultura/a05n2cul?partner=rss,24/09/2024
9,la jornada,"sexenio ser repatriar 14 mil 48 pieza , destacar mañanera","último conferencia mañanero presidencial , funcionario presentar balance acción recuperación memoria histórico preservación patrimonio cultural , destacar repatriación 14 mil 48 pieza extranjero .",cultura,https://www.jornada.com.mx/2024/09/24/cultura/a05n1cul?partner=rss,24/09/2024
10,la jornada,javier aranda luna : kundera : novela desafío rebeldía,"8 diciembre 1968 , año recurrente historia mundo , cuatro amigo embarcar expedición extraordinario praga .",cultura,https://www.jornada.com.mx/2024/09/24/cultura/a04a1cul?partner=rss,24/09/2024
11,la jornada,vilma fuente : entusiasmo melancolía,"encuentro deportivo juegos olímpicos copa mundial futbol provocar amplio movimiento entusiasmo envidiar político estrella cine . detenar segundo observar aumento pasión suscitar medida desarrollar , poder sentir curiosidad causa .",cultura,https://www.jornada.com.mx/2024/09/24/cultura/a04a2cul?partner=rss,24/09/2024
12,la jornada,raúl pineda sacar luz oscuridad dolor tragedia atravesar país,"traer luz oscuridad ser labor artista raúl pineda , don memoria fotográfico excesivo persistencia técnica antiguo grabado mezzotinta retrato horror desencajado violencia méxico .",cultura,https://www.jornada.com.mx/2024/09/24/cultura/a02n1cul?partner=rss,24/09/2024
13,la jornada,galardonar inbal tres grande artista tejer lienzo plástica mexicano ”,"ovación vítor , escultora gel cabrera ( 1926 ) pintor arturo estrada ( 1925 ) guillermo monroy ( 1924 ) recibir medalla bello art oro art visual 2023 2024 , ceremonia “ histórico ” , efectuado ayer sala manuel m. ponce palacio bello art , encabezado lucina jiménez , titular instituto nacional bello art literatura ( inbal ) .",cultura,https://www.jornada.com.mx/2024/09/24/cultura/a03n2cul?partner=rss,24/09/2024
14,la jornada,fotografiar ser pretexto buscar yo : graciela iturbidir,"arropado largo ovación , fotógrafa graciela iturbidir recibir medalla bello art oro 2024 art visual , otorgar instituto nacional bello art literatura ( inbal ) , icónica imagen , conjuguir documental poético , formar parte esencial acervo gráfico contemporáneo méxico .",cultura,https://www.jornada.com.mx/2024/09/24/cultura/a03n1cul?partner=rss,24/09/2024
15,la jornada,aterrizo nave soyuz misión récord eei,"moscú . cápsula soyuz transportar dos cosmonauta rusosy astronauta estadunidense estación espacial internacional aterrizar kazajstán , poner fin estadía récord pareja ruso .",ciencia y tecnología,https://www.jornada.com.mx/2024/09/24/ciencias/a06n2cie?partner=rss,24/09/2024
16,la jornada,científico descubrir coral ser capaz retener microplástico,"madrid . nuevo técnica detección microplástico descubrir tres parte anatomía coral ( mucosidad superficial , tejido esqueleto ) contener clase desecho artificial .",ciencia y tecnología,https://www.jornada.com.mx/2024/09/24/ciencias/a06n1cie?partner=rss,24/09/2024
