,Source,Title,Content,Section,URL,Date
0,la jornada,dos olímpico conquistar zúrich,"campeón olímpico remco evenepoel ( imagen ) grace brown conquistar ayer prueba contrarreloj mundial ciclismo , celebrar suiza . brown , australiana 32 año , proclamar campeona mundo primero vez quedar segundo último dos año , evenepoel revalidar título 46.1 kilómetro zúrich , tiempo 53 minuto 2 segundo . belga 24 año competir carrera ruta domingo .",deporte,https://www.jornada.com.mx/2024/09/23/deportes/a12n3dep?partner=rss,23/09/2024
1,la jornada,charlyn corral logra doblete mantener invicto pachuca ; empatar 3-3 chiva,"duelo vertiginoso , charlyn corral firmar doblete pachuca igualar 3-3 chiva mantener invicto primero puesto , jornada once torneo clausura 2024 liga femenil . tuza sumar 29 unidad estar espera duelo tigre tijuán confirmar liderato , tapatía ubicar quinto puesto 20 unidad temporada más irregular .",deporte,https://www.jornada.com.mx/2024/09/23/deportes/a09n2dep?partner=rss,23/09/2024
2,la jornada,"puma sufrir más , rescatar victoria 1-0 xolo","puma sufrir más , rescatar domingo importante triunfo 1-0 xolo tijuana , resultado catapultar zona liguilla , duelo correspondiente jornada nueve torneo aperturar 2024 liga , efectuado estadio olímpico universitario .",deporte,https://www.jornada.com.mx/2024/09/23/deportes/a09n1dep?partner=rss,23/09/2024
3,la jornada,"alcaraz dar triunfo decisivo europa , campeón copa laver",parís . europa conquistar ayer copa laver tenis combinado resto mundo gracias victoria español carlos alcaraz taylor fritz último duelo singl .,deporte,https://www.jornada.com.mx/2024/09/23/deportes/a11n2dep?partner=rss,23/09/2024
4,la jornada,jefe continuar invicto ; superar 22-17 halcón,atlantar . patrick mahomes lanzar par pase anotación defensivo kansas city realizar par defensa tardía mantener jefe invicto vencer 22-17 halcón atlanta .,deporte,https://www.jornada.com.mx/2024/09/23/deportes/a35n2dep?partner=rss,23/09/2024
5,la jornada,tigre batallar vencer último lugar torneo,"duelo ser más complejo esperado , sebastián córdova lograr dar él tigre triunfo 1-0 sotanero ciudad juárez , jornada nueve torneo clausura 2024 liga . victoria , felino escalar segundo puesto tabla general 20 unidad , dos punto diferencia líder cruz azul .",deporte,https://www.jornada.com.mx/2024/09/23/deportes/a35n1dep?partner=rss,23/09/2024
6,la jornada,"dalla , esperanza frustración","lamar jackson baltimore resistir intento remontado dalla , llegar tarde . dos anotación estelar mariscal campo , cuervo derrotar 28-25 vaquero encuentro marcado suspenso minuto final .",deporte,https://www.jornada.com.mx/2024/09/23/deportes/a11n1dep?partner=rss,23/09/2024
7,la jornada,lar norri superar verstappen gran premio singapur,"singapur . lar norri sortear par susto muro ganar contundencia gran premio singapur , apenas poder recortar siete punto diferencia max verstappen líder campeonato fórmula . resultado mexicano sergio pérez ser completamente inesperar , terminar décimo lugar dificultad rebasar , llevar último punto repartir carrera .",deporte,https://www.jornada.com.mx/2024/09/23/deportes/a12n1dep?partner=rss,23/09/2024
8,la jornada,tercer cuadrangular mexicano jonathan arandar tampa bay,". petersburgo . , mexicano jonathan arando pegar cuadrangular tercer partido consecutivo ray tampa bay , vencer 4-3 azulejo completar barrida serie tres juego .",deporte,https://www.jornada.com.mx/2024/09/23/deportes/a12n2dep?partner=rss,23/09/2024
9,la jornada,haaland marcar gol 100 empate city,"erling haaland marcar gol 100 manchester city . delantero comparado androide , más número ser historia puro . noruego poner adelante equipo arsenal , quedar 10 jugador , también inspirar empate 2-2 último minuto , john stones encargar sentenciar .",deporte,https://www.jornada.com.mx/2024/09/23/deportes/a10n1dep?partner=rss,23/09/2024
10,la jornada,alertar lesión santi giménez,"delantero mexicano santiago giménez encender alarma feyenoord salir cambio primero mitad encuentro equipo superar 2-0 nac bredir liga país bajo . tricolor tener aparente molestia muscular , no permitir abandonar campo pie ser sustituir .",deporte,https://www.jornada.com.mx/2024/09/23/deportes/a10n2dep?partner=rss,23/09/2024
11,la jornada,marlenir santo alejo : balance jornada,"increíble parecer , equipo milloneta favorito liga sufrir perder estribo . américa monterrey empatar duras pena , cruz azul ganar mínimo ventaja chiva sólo conseguir sumar frente colero … emoción regalar fecha doble , dar nota quejoso andré jardine , timonel amarillo , ivar sisniego , titular federación mexicano futbol , preocupado bajo entrada estados unidos , pedir “ transmitir mensaje positivo apoyo selección ” .",deporte,https://www.jornada.com.mx/2024/09/23/opinion/a10o1dep?partner=rss,23/09/2024
